CODE;Descrizione;UM;Depos;Codice-Deposito;Linea;Consumi dal 01/01/19 al 04/02/20;QTY;COST;Totale;Note;;
1117496;KIT 5 WHL PLANET BLK/GRE PIAST;Pz;9005;11174969005;PFRoller;;4;5,99239; 23,97 ;;;
1117587;KIT 4 WHL PLANET BLK/YEL GD11;Pz;18;111758718;PFRoller;;5;4,74821; 23,74 ;;;
2120536;SEDUTA*CS/1298 LED BIANCO 799;Pz;18;212053618;PF;;2;11,64678; 23,29 ;;;
1117586;KIT 5 WHL PLANET BLK/GRE GD11;Pz;9005;11175869005;PFRoller;;4;5,42069; 21,68 ;;;
1313443;SUPPDAYTONA + PERNO RT VEARG;Pz;18;131344318;SLRoller;;29;0,74443; 21,59 ;;;
2116350;LEVA FRENO PIPER NERO;Pz;1815;21163501815;SLRoller;;803;0,02682; 21,54 ;;;
1117590;KIT 5 WHL DAY1 BLK GD11+FREN0;Pz;9005;11175909005;PFRoller;;2;10,24746; 20,49 ;;;
1117594;KIT 5 WHL DAY2 BLK GD11+FRENO;Pz;9005;11175949005;PFRoller;;2;10,24746; 20,49 ;;;
2116163;MOZZO RTA PLANET GIALLO;Pz;18;211616318;SLRoller;;452;0,04491; 20,30 ;;;
1117498;KIT 5 WHL PLANET BLK/GRE M8;Pz;9005;11174989005;PFRoller;;4;5,06637; 20,27 ;;;
1117526;KIT 5 WHL DAY1 BLK PIAST;Pz;9005;11175269005;PFRoller;;2;9,8149; 19,63 ;;;
1117592;KIT 5 WHL DAY1 BLK GD11;Pz;9005;11175929005;PFRoller;;2;9,81229; 19,62 ;;;
2120237;1613606700 CRUSGR7012-M297;Pz;18;212023718;SL;;72;0,26776; 19,28 ;;;
1117604;KIT 4 WHL PLANET BLK/SIL GD11;Pz;9005;11176049005;PFRoller;;4;4,81742; 19,27 ;;;
2400862;NEW TUBO LUNGO CON GUARNIZIONE;Pz;18;240086218;SL;;200;0,095; 19,00 ;;;
2117617;7429631-00 ABDECK/TRAVda vern;Pz;1491;21176171491;SL;;6;3,09431; 18,57 ;;;
1313471;SUPP RT PLANET VERNTITANIO;Pz;10;131347110;SLRoller;;195;0,0936; 18,25 ;;;
2800087;RTA DAYTONA2-MZO NR+PU TRASP;Pz;18;280008718;SLRoller;;96;0,18104; 17,38 ;;;
1117585;KIT 4 WHL PLANET BLK/GRE GD11;Pz;18;111758518;PFRoller;;4;4,18892; 16,76 ;;;
1117585;KIT 4 WHL PLANET BLK/GRE GD11;Pz;9005;11175859005;PFRoller;;4;4,18892; 16,76 ;;;
2117213;LENTE COPRIM PIPER TRASPARENT;Pz;10;211721310;SLRoller;;849;0,0196; 16,64 ;;;
1117523;KIT 4 WHL DAY1 BLK PIAST FRENO;Pz;9005;11175239005;PFRoller;;2;8,31225; 16,62 ;;;
1117589;KIT 4 WHL DAY1 BLK GD11+FREN0;Pz;9005;11175899005;PFRoller;;2;8,30797; 16,62 ;;;
1313470;SUPP+FILETTO PIPER VERNTITAN;Pz;10;131347010;SLRoller;;176;0,0806; 14,19 ;;;
1117504;KIT 5 WHL PLANET BLK/YEL M8;Pz;9005;11175049005;PFRoller;;2;7,0374; 14,07 ;;;
2121386;7439364-00 ABDECKRAHMEN SX;Pz;18;212138618;PF;;24;0,524; 12,58 ;;;
2121387;7439366-00 ABDECKRAHMEN DX;Pz;18;212138718;PF;;24;0,524; 12,58 ;;;
1117583;KIT 4 WHL PLANET BLK/BLU GD11;Pz;9005;11175839005;PFRoller;;3;4,18892; 12,57 ;;;
2120491;27118025 PARATIA DX SAE AU484;Pz;18;212049118;PFAuto;;42;0,29219; 12,27 ;;;
2120492;27119025 PARATIA SX SAE AU484;Pz;18;212049218;PFAuto;;42;0,29219; 12,27 ;;;
2116561;LEVA FRENO DAYTONA NERO;Pz;18;211656118;SLRoller;;198;0,06141; 12,16 ;;;
1117588;KIT 5 WHL PLANET BLK/YEL GD11;Pz;9005;11175889005;PFRoller;;2;5,83055; 11,66 ;;;
2118998;A2571-3 DECKEL da cromare;Pz;2508;21189982508;SL;;65;0,1493; 9,70 ;Prezzo medio al 11/10/18;;
1117604;KIT 4 WHL PLANET BLK/SIL GD11;Pz;18;111760418;PFRoller;;2;4,81742; 9,63 ;;;
1117587;KIT 4 WHL PLANET BLK/YEL GD11;Pz;9005;11175879005;PFRoller;;2;4,77444; 9,55 ;;;
2118255;LENTE COPRIMPIPER IN ABS NERO;Pz;1815;21182551815;SLRoller;;430;0,0217; 9,33 ;;;
1117535;KIT 4 WHL DAY2 BLK PIAST FRENO;Pz;9005;11175359005;PFRoller;;1;8,31625; 8,32 ;;;
2119031;B-9068-BI - MASCH SINGOLA BI;NR;2054;21190312054;SL;;24;0,2852; 6,84 ;;;
2121410;6035900517 CLIP MAX RED 3020;Pz;18;212141018;PF;;200;0,03137; 6,27 ;;;
2121413;6035900499 CLIP MAX ORANGE;Pz;18;212141318;PF;;200;0,03137; 6,27 ;;;
2121417;6035900494 CLIP PLUS ORANGE;Pz;18;212141718;PF;;200;0,02987; 5,97 ;;;
2121416;6035900518 CLIP PLUS GREN 368;Pz;18;212141618;PF;;200;0,02882; 5,76 ;;;
1117583;KIT 4 WHL PLANET BLK/BLU GD11;Pz;18;111758318;PFRoller;;1;4,18892; 4,19 ;;;
2800077;RTA PIPER-MOZZO ARG+PU TRASP;Pz;1815;28000771815;SLRoller;;31;0,1111; 3,44 ;;;
2116352;LENTE COPRIMPIPER IN ABS ARG;Pz;1815;21163521815;SLRoller;;100;0,0192; 1,92 ;;;
2800077;RTA PIPER-MOZZO ARG+PU TRASP;Pz;10;280007710;SLRoller;;17;0,1111; 1,89 ;;;
2800120;RTA 2░ SCELTA EX POLITOP;Pz;6;28001206;PFRoller;;171580;1E-05; 1,72 ;;;
2116272;MOZZO X LENTE RT PIPER NERO;Pz;10;211627210;SLRoller;;5726;1E-05; 0,06 ;;;
2116360;MOZZO A RAGGI DAYTONA COLARG;Pz;10;211636010;SLRoller;;5144;1E-05; 0,05 ;;;
2113734;5205390 R 74/78 U MA/CR-NE/CR;Pz;10;211373410;PFRoller;;2800;1E-05; 0,03 ;;;
2400569;ASSCOLLNEURT PIP+M10+SEEG;Pz;10;240056910;SLRoller;;2546;1E-05; 0,03 ;;;
2800129;R84/87 MOZZO STAR GIATRIAX;Pz;6;28001296;PFRoller;;2989;1E-05; 0,03 ;;;
2900011;2000010 RTA 76/78 STPL/VE AR;Pz;10;290001110;PFRoller;;3380;1E-05; 0,03 ;;;
2900013;2000011 RTA 76/80 STPL/VEAR;Pz;10;290001310;PFRoller;;3376;1E-05; 0,03 ;;;
2113905;MOZZO ROCCHPER FILATI H9x145;Pz;10;211390510;SLRoller;;1710;1E-05; 0,02 ;;;
2115159;52054161 R 74/82 X T/ROBLU;Pz;6;21151596;PFRoller;;1970;1E-05; 0,02 ;;;
2116122;MOZZO X LENTE RT PIPER ARG;Pz;10;211612210;SLRoller;;1947;1E-05; 0,02 ;;;
2116714;MOZZO WAVE BIANCO;Pz;10;211671410;SLRoller;;1750;1E-05; 0,02 ;;;
2800095;RTA 84,5/85 MZO STAR 100 BIA;Pz;6;28000956;PFRoller;;1500;1E-05; 0,02 ;;;
2800191;RUOTA 78/82 STAR GRIGIO;Pz;10;280019110;PFRoller;;1687;1E-05; 0,02 ;;;
2900012;2000002 RTA 76/80 STPL/BLGI;Pz;10;290001210;PFRoller;;1694;1E-05; 0,02 ;;;
2900015;2000012 RTA 76/82 STPL/VEAR;Pz;10;290001510;PFRoller;;2300;1E-05; 0,02 ;;;
2900018;2000005 RTA 78/80 STPL/BLGI;Pz;10;290001810;PFRoller;;1685;1E-05; 0,02 ;;;
2900021;2000015 RTA 78/82 STPL/VEAR;Pz;10;290002110;PFRoller;;1900;1E-05; 0,02 ;;;
21Q501011;COP*POMVENTDA ASS 674 MULT;Pz;1815;21Q5010111815;SLAuto;;2400;1E-05; 0,02 ;;;
1114035;ASSSUPP+FLANGIA NERO PIPER;Pz;10;111403510;SLRoller;;826;1E-05; 0,01 ;;;
1114456;ASSSUPPPIPER NEUTRO + COLLAR;Pz;10;111445610;SLRoller;;1000;1E-05; 0,01 ;;;
1313441;SUPP+FLANGIA DELTA VERNARG;Pz;10;131344110;SLRoller;;1464;1E-05; 0,01 ;;;
1313480;MOZZO DAYTONA PIENO VERNTITAN;Pz;10;131348010;SLRoller;;1456;1E-05; 0,01 ;;;
2114384;52053035000 R72/82 R NE/PLA;Pz;6;21143846;PFRoller;;720;1E-05; 0,01 ;;;
2116225;MOZZO STAR BLU DECATHN8 IMP;Pz;10;211622510;SLRoller;;700;1E-05; 0,01 ;;;
2116249;MOZZO RTA PLANET VERDE;Pz;18;211624918;SLRoller;;544;1E-05; 0,01 ;;;
2116250;MOZZO RTA PLANET ROSSO;Pz;18;211625018;SLRoller;;1199;1E-05; 0,01 ;;;
2116357;MOZZO RT DELTA COL ARGENTO;Pz;10;211635710;SLRoller;;530;1E-05; 0,01 ;;;
2116358;MOZZO RT DELTA COL NERO;Pz;10;211635810;SLRoller;;530;1E-05; 0,01 ;;;
2116363;MOZZO PIENO DAYTONA COLNERO;Pz;18;211636318;SLRoller;;607;1E-05; 0,01 ;;;
2116652;MOZZO STAR GIALLO TRIAX;Pz;10;211665210;SLRoller;;850;1E-05; 0,01 ;;;
2800051;R56/88 AGGRBIABIANCO;Pz;10;280005110;PFRoller;;1349;1E-05; 0,01 ;;;
2800134;RT64/78 PU TRASPMJUCRONEU;Pz;6;28001346;PFRoller;;540;1E-05; 0,01 ;;;
2800198;RTA DAYTONA1-MZO PERL+PU TRA;Pz;10;280019810;SLRoller;;810;1E-05; 0,01 ;;;
2900020;2000006 RTA 78/82 STPL/BLGI;Pz;10;290002010;PFRoller;;1200;1E-05; 0,01 ;;;
2900149;RTA RACER 84/85 STRED/YE/CHR;Pz;6;29001496;PFRoller;;780;1E-05; 0,01 ;;;
1114035;ASSSUPP+FLANGIA NERO PIPER;Pz;1815;11140351815;SLRoller;;115;1E-05; -   ;;;
1313469;SUPP+FLANGIA PIPER VERNTITAN;Pz;10;131346910;SLRoller;;393;1E-05; -   ;;;
1313514;SUPPRTA DELTA+COLLVERNTIT;Pz;10;131351410;SLRoller;;314;1E-05; -   ;;;
1313515;SUPPRTA DELTA FLANVERNTIT;Pz;10;131351510;SLRoller;;388;1E-05; -   ;;;
1313596;SUPPDAYTONA+PERNO RT VEPERLA;Pz;10;131359610;SLRoller;;402;1E-05; -   ;;;
2000024;RUOTA 76/82 STAR G ROSSO GIA;Pz;10;200002410;PFRoller;;450;1E-05; -   ;;;
2116299;WHEEL 70/82 JUNIOR Y SI/BLU/YE;Pz;10;211629910;PFRoller;;19;1E-05; -   ;;;
2116304;WHEEL 76/80 STAR Y SIL/YEL/RED;Pz;10;211630410;PFRoller;;25;1E-05; -   ;;;
2116319;WHEEL 76/80 STAR P BLUE/YE/BLA;Pz;10;211631910;PFRoller;;14;1E-05; -   ;;;
2116331;WHEEL 76/80 STAR P GRE/ORA/BLA;Pz;10;211633110;PFRoller;;154;1E-05; -   ;;;
2116333;WHEEL 78/78 STAR P GRE/ORA/BLA;Pz;10;211633310;PFRoller;;163;1E-05; -   ;;;
2116334;WHEEL 78/80 STAR P GRE/ORA/BLA;Pz;10;211633410;PFRoller;;46;1E-05; -   ;;;
2116335;WHEEL 78/82 STAR P GRE/ORA/BLA;Pz;10;211633510;PFRoller;;11;1E-05; -   ;;;
2116349;LEVA FRENO PIPER ARGENTO;Pz;10;211634910;SLRoller;;163;1E-05; -   ;;;
2116364;SUPPDAYTONA NERO + PERNO RT;Pz;18;211636418;SLRoller;;8;1E-05; -   ;;;
2116534;MOZZO STAR PA 6,6 GRIDECATHL;Pz;10;211653410;SLRoller;;460;1E-05; -   ;;;
2119005;16141310 - VALVOLA EROG/DEVIA;NR;2814;21190052814;SL;;42;1E-05; -   ;;;
2400570;ASSFLANEURT PIP+PERNO+SEEG;Pz;10;240057010;SLRoller;;470;1E-05; -   ;;;
2800080;RTA DELTA-MOZZO NR+PU TRASP;Pz;10;280008010;SLRoller;;385;1E-05; -   ;;;
2800086;RTA DAYTONA1-MZO NR+PU TRASP;Pz;18;280008618;SLRoller;;21;1E-05; -   ;;;
2800102;RTA DELTA-MOZZO ARG+PU AZZ;Pz;10;280010210;SLRoller;;190;1E-05; -   ;;;
2900010;2000001 RTA 76-78/ST-PL/BLGI;Pz;10;290001010;PFRoller;;460;1E-05; -   ;;;
2900016;2000004 RTA 78/78 STPL/BLGI;Pz;10;290001610;PFRoller;;270;1E-05; -   ;;;
2900019;2000014 RTA 78/80 STPL/VEAR;Pz;10;290001910;PFRoller;;200;1E-05; -   ;;;
2900154;R010 RTA K2 80/82 2 COL;Pz;10;290015410;PFRoller;;49;1E-05; -   ;;;
2900166;900810 RT72/80 MJNE3 CSPO;Pz;10;290016610;PFRoller;;45;1E-05; -   ;;;
2900167;900813 RT72/82 MJNE3 CSPO;Pz;10;290016710;PFRoller;;32;1E-05; -   ;;;
2900171;900815 RT80/82 MSTNE3 CSP;Pz;10;290017110;PFRoller;;32;1E-05; -   ;;;
