id,code,date_start,date_stop,name
279100,279100,2010-01-01,9999-12-31,UADM LOMBARDIA 3 MALPENSA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
281100,281100,2006-12-29,2025-10-31,UD NAPOLI 1 SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
281102,281102,2006-12-29,2025-06-16,UD NAPOLI 1 SOT STAZIONE MARITTIMA (SOPPRESSA 01.01.2013)
281103,281103,2008-07-01,2025-10-31,UD NAPOLI 1 SOT AEROPORTO DI CAPODICHINO(SOPPRESSO 31.10.2025)
282100,282100,2006-12-29,2025-10-31,UD NAPOLI 2 SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
282102,282102,2006-12-29,2025-10-31,UD NAPOLI 2 SOT CAPRI(SOPPRESSO 31.10.2025)
282103,282103,2006-12-29,2025-10-31,UD NAPOLI 2 SOT NOLA(SOPPRESSO 31.10.2025)
282104,282104,2006-12-29,2025-10-31,UD NAPOLI 2 SOT POZZUOLI(SOPPRESSO 31.10.2025)
282105,282105,2006-12-29,2025-10-31,UD NAPOLI 2 SOT TORRE ANNUNZ. - CASTEL. DI STABIA(SOPPRESSO 31.10.2025)
291100,291100,2005-12-15,9999-12-31,UADM SICILIA 2 CATANIA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
291101,291101,2005-12-15,9999-12-31,UADM SICILIA 2 CATANIA DISTACCAMENTO LOCALE AEROPORTO FONTANAROSSA
291102,291102,2005-12-15,9999-12-31,UADM SICILIA 2 CATANIA REPARTO TERRITORIALE RIPOSTO
292100,292100,2006-11-30,9999-12-31,UADM SICILIA 1 PALERMO SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
292102,292102,2006-11-30,9999-12-31,UADM SICILIA 1 PALERMO REPARTO LOCALE PORTO TERMINI IMERESE
293100,293100,2020-09-14,2025-10-31,UD CANALE DI SICILIA SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
293101,293101,2020-09-14,2025-10-31,UD CANALE DI SICILIA SOT PANTELLERIA(SOPPRESSO 31.10.2025)
294100,294100,2025-11-01,9999-12-31,UADM SICILIA 5 TRAPANI SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
294101,294101,2025-11-01,9999-12-31,UADM SICILIA 5 TRAPANI AREA TERRITORIALE MARSALA
294102,294102,2025-11-01,9999-12-31,UADM SICILIA 5 TRAPANI REPARTO TERRITORIALE MAZARA DEL VALLO
294103,294103,2025-11-01,9999-12-31,UADM SICILIA 5 TRAPANI REPARTO TERRITORIALE PANTELLERIA
295100,295100,2025-11-01,9999-12-31,UADM LAMPEDUSA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
301100,301100,2005-12-01,2025-10-31,UD CIVITAVECCHIA SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
301101,301101,2005-12-01,2025-06-16,UD CIVITAVECCHIA SOT VITERBO (SOPPRESSA IL 19/07/2021)
302100,302100,2005-12-02,2025-10-31,UD FROSINONE SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
303100,303100,2006-12-28,9999-12-31,UADM MOLISE CAMPOBASSO SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
303101,303101,2006-12-28,9999-12-31,UADM MOLISE CAMPOBASSO AREA TERRITORIALE TERMOLI
304100,304100,2007-05-24,2025-10-31,UD PESCARA SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
304102,304102,2007-05-24,2025-10-31,UD PESCARA SOT GIULIANOVA(SOPPRESSO 31.10.2025)
304103,304103,2007-05-24,2025-10-31,UD PESCARA SOT ORTONA(SOPPRESSO 31.10.2025)
304104,304104,2007-05-24,2025-10-31,UD PESCARA SOT VASTO(SOPPRESSO 31.10.2025)
305100,305100,2007-06-28,9999-12-31,UADM MARCHE 1 ANCONA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
305101,305101,2007-06-28,9999-12-31,UADM MARCHE 1 ANCONA REPARTO LOCALE AEROPORTO DI ANCONA
305102,305102,2007-06-28,2025-06-16,UD ANCONA SOT CIVITANOVA MARCHE (SOPPRESSA 01.06.2010)
305103,305103,2025-04-17,9999-12-31,UADM MARCHE 1 ANCONA AREA TERRITORIALE FABRIANO
305104,305104,2007-06-28,2025-06-13,UD ANCONA SOT FANO (SOPPRESSO 1.5.2025)
305105,305105,2007-06-28,2025-06-13,UD ANCONA SOT PESARO (SOPPRESSO 1.5.2025)
305106,305106,2025-04-17,9999-12-31,UADM MARCHE 1 ANCONA UADM MARCHE 1 AN AREA TERRITORIALE PESARO-FANO
306100,306100,2007-12-13,2025-10-31,UD ROMA 1 SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
306101,306101,2007-12-13,2025-10-31,UD ROMA 1 SOT CIAMPINO(SOPPRESSO 31.10.2025)
306102,306102,2007-12-13,2025-10-31,UD ROMA 1 SOT POMEZIA(SOPPRESSO 31.10.2025)
306103,306103,2010-10-01,2025-10-31,UD ROMA 1 SOT ROMA EST(SOPPRESSO 31.10.2025)
306104,306104,2011-01-01,2025-06-16,UD ROMA 1 SOT RIETI (SOPPRESSA IL 19/07/2021)
307100,307100,2007-12-13,2025-10-31,UD ROMA 2 SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
308100,308100,2010-06-01,9999-12-31,UADM MARCHE 2 CIV. MARCHE SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
308101,308101,2010-06-01,9999-12-31,UADM MARCHE 2 CIV. MARCHE AREA TERRITORIALE SAN BENEDETTO DEL TRONTO
309100,309100,2012-05-01,2025-10-31,UD L'AQUILA SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
309101,309101,2012-05-01,2025-10-31,UD L'AQUILA SOT AVEZZANO(SOPPRESSO 31.10.2025)
311100,311100,2005-09-01,9999-12-31,UADM PIEMONTE 4 CUNEO SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
311101,311101,2005-09-01,9999-12-31,UADM PIEMONTE 4 CUNEO REPARTO TERRITORIALE ALBA
312100,312100,2005-10-20,2025-10-31,UD NOVARA SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
312101,312101,2005-10-20,2025-10-31,UD NOVARA SOT ARONA(SOPPRESSO 31.10.2025)
312102,312102,2005-10-20,2025-10-31,UD NOVARA SOT NOVARA BOSCHETTO(SOPPRESSO 31.10.2025)
313100,313100,2005-12-22,2025-10-31,UD ALESSANDRIA SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
313101,313101,2005-12-22,2025-10-31,UD ALESSANDRIA SOT ASTI(SOPPRESSO 31.10.2025)
313102,313102,2005-12-22,9999-12-31,UD ALESSANDRIA SOT POZZOLO FORMIGARO
314100,314100,2006-12-14,9999-12-31,UADM PIEMONTE 1 TORINO SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
314101,314101,2006-12-14,9999-12-31,UADM PIEMONTE 1 TORINO DISTACCAMENTO LOCALE AEROPORTO TORINO
314102,314102,2020-01-01,9999-12-31,UADM PIEMONTE 1 TORINO DISTACCAMENTO LOCALE INTERPORTO ORBASSANO
321100,321100,2016-12-01,2025-10-31,UD FERNETTI-RETROPORTO TRIESTE SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
321101,321101,2017-01-01,2025-10-31,UD FERNETTI-RETROPORTO TRIESTE SOT PROSECCO(SOPPRESSO 31.10.2025)
322101,322101,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 1 TRIESTE DISTACCAMENTO LOCALE PORTO INDUSTRIALE DI TRIESTE
322102,322102,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 1 TRIESTE DISTACCAMENTO LOCALE PORTO FRANCO NUOVO DI TRIESTE
322103,322103,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 1 TRIESTE REPARTO LOCALE PORTO FRANCO VECCHIO DI TRIESTE
322104,322104,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 1 TRIESTE DISTACCAMENTO LOCALE INTERPORTO DI FERNETTI
322105,322105,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 1 TRIESTE REPARTO TERRITORIALE PROSECCO
323101,323101,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 2 UDINE REPARTO TERRITORIALE PONTEBBA
323102,323102,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 2 UDINE REPARTO LOCALE PORTO NOGARO
323103,323103,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 2 UDINE AREA TERRITORIALE Z.A.U.
323104,323104,2025-11-01,9999-12-31,UADM FRIULI-VEN.GIU. 2 UDINE AREA TERRITORIALE PORDENONE
371100,371100,2013-01-01,9999-12-31,UADM LOMBARDIA 2 LINATE SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
371102,371102,2013-01-01,2025-10-31,UD MILANO 3 SOT PIOLTELLO(SOPPRESSO 31.10.2025)
372100,372100,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
372101,372101,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO AREA TERRITORIALE CONCOREZZO
372102,372102,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO REPARTO LOCALE FIERA RHO
372103,372103,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO REPARTO LOCALE VITTUONE - TURBIGO
372104,372104,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO AREA TERRITORIALE PAVIA
372106,372106,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO REPARTO LOCALE VIGEVANO
372107,372107,2025-11-01,9999-12-31,UADM LOMBARDIA 1 MILANO REPARTO LOCALE VOGHERA
373100,373100,2025-11-01,9999-12-31,UADM LOMBARDIA 5 MANTOVA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
373101,373101,2025-11-01,9999-12-31,UADM LOMBARDIA 5 MANTOVA AREA TERRITORIALE CREMONA
374100,374100,2025-11-01,9999-12-31,UADM LOMBARDIA 7 BRESCIA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
401100,401100,2021-06-15,2025-10-31,UD VITERBO SEZIONE OPERATIVA CENTRALE(SOPPRESSO 31.10.2025)
401101,401101,2021-06-15,2025-10-31,UD VITERBO SOT RIETI(SOPPRESSO 31.10.2025)
402100,402100,2025-11-01,9999-12-31,UADM LAZIO 1 ROMA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
402101,402101,2025-11-01,9999-12-31,UADM LAZIO 1 ROMA DISTACCAMENTO LOCALE AEROPORTO CIAMPINO
402102,402102,2025-11-01,9999-12-31,UADM LAZIO 1 ROMA AREA TERRITORIALE POMEZIA - ANZIO
402103,402103,2025-11-01,9999-12-31,UADM LAZIO 1 ROMA AREA TERRITORIALE GUIDONIA
403100,403100,2025-11-01,9999-12-31,UADM LAZIO 2 FIUMICINO SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
404100,404100,2025-11-01,9999-12-31,UADM LAZIO 3 CIVITAVECCHIA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
404101,404101,2025-11-01,9999-12-31,UADM LAZIO 3 CIVITAVECCHIA AREA TERRITORIALE VITERBO
404102,404102,2025-11-01,9999-12-31,UADM LAZIO 3 CIVITAVECCHIA AREA TERRITORIALE RIETI
405100,405100,2025-11-01,9999-12-31,UADM LAZIO 4 GAETA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
405101,405101,2025-11-01,9999-12-31,UADM LAZIO 4 GAETA REPARTO TERRITORIALE APRILIA
405102,405102,2025-11-01,9999-12-31,UADM LAZIO 4 GAETA AREA TERRITORIALE LATINA
405103,405103,2025-11-01,9999-12-31,UADM LAZIO 4 GAETA AREA TERRITORIALE FROSINONE
406100,406100,2025-11-01,9999-12-31,UADM ABRUZZO - PESCARA SEZIONE UFFICIO ACCISE DOGANE MONOPOLI
406101,406101,2025-11-01,9999-12-31,UADM ABRUZZO PESCARA REPARTO LOCALE AEREOPORTO PESCARA
406102,406102,2025-11-01,9999-12-31,UADM ABRUZZO PESCARA REPARTO TERRITORIALE GIULIANOVA
406103,406103,2025-11-01,9999-12-31,UADM ABRUZZO PESCARA AREA TERRITORIALE ORTONA
406104,406104,2025-11-01,9999-12-31,UADM ABRUZZO PESCARA REPARTO LOCALE VASTO
406105,406105,2025-11-01,9999-12-31,UADM ABRUZZO - PESCARA AREA TERRITORIALE L'AQUILA
406106,406106,2025-11-01,9999-12-31,UADM ABRUZZO PESCARA AREA TERRITORIALE AVEZZANO
